15, 1, 90, 47.0772, 431.0865
15, 1, 91, 44.5605, 356.7775
15, 1, 92, 45.6504, 374.8146
15, 1, 93, 47.7138, 418.4655
15, 1, 94, 47.6078, 396.7213
15, 1, 95, 49.0430, 430.9688
15, 1, 96, 50.6165, 481.0096
15, 1, 97, 51.2939, 507.5621
15, 1, 98, 46.7044, 350.6992
15, 1, 99, 45.8521, 316.2384
15, 1, 100, 48.3215, 388.9007
15, 1, 101, 45.5837, 299.2613
15, 1, 102, 46.2568, 322.6965
15, 1, 103, 48.7948, 383.7487
15, 1, 104, 45.0125, 272.7242
15, 1, 105, 47.7481, 337.7819
15, 1, 106, 45.9018, 287.1929
15, 1, 107, 47.8719, 341.1439
15, 1, 108, 41.7591, 225.0141
15, 1, 109, 48.5004, 353.7143
15, 1, 110, 46.3510, 286.5700
15, 1, 111, 44.7981, 249.8952
15, 1, 112, 44.5995, 242.8726
15, 1, 113, 44.1200, 234.0568
15, 1, 114, 41.8472, 197.8714
15, 1, 115, 44.2199, 231.4250
15, 1, 116, 44.4005, 236.7264
15, 1, 117, 48.7346, 354.1079
15, 1, 118, 43.3765, 208.2206
15, 1, 119, 44.3862, 228.9676
15, 1, 120, 45.5494, 272.9174
15, 1, 121, 42.0422, 188.1971
15, 1, 122, 44.4704, 239.9422
15, 1, 123, 39.4974, 156.4803
15, 1, 124, 41.0450, 173.8029
15, 1, 125, 42.4422, 199.8980
15, 1, 126, 49.8253, 438.0875
15, 1, 127, 44.7992, 256.9537
15, 1, 128, 49.3615, 412.8588
15, 1, 129, 42.9771, 215.2355
15, 1, 130, 42.5476, 205.7083
15, 1, 131, 46.5361, 320.2779
15, 1, 132, 44.2478, 252.7297
15, 1, 133, 45.9540, 300.1269
15, 1, 134, 43.9250, 238.4008
15, 1, 135, 43.2496, 227.5443
15, 1, 136, 44.4309, 266.9792
15, 1, 137, 45.2652, 297.3150
15, 1, 138, 44.2727, 271.5503
15, 1, 139, 45.4838, 312.5071
15, 1, 140, 53.2455, 846.9263
15, 2, 90, 56.1468, 937.2104
15, 2, 91, 57.7516, 1148.1195
15, 2, 92, 57.0058, 993.7472
15, 2, 93, 56.4000, 935.7236
15, 2, 94, 55.5185, 848.2038
15, 2, 95, 57.1692, 1010.7407
15, 2, 96, 56.6960, 957.5181
15, 2, 97, 54.3207, 658.5104
15, 2, 98, 56.0048, 855.7332
15, 2, 99, 55.4697, 797.7055
15, 2, 100, 55.7667, 824.7280
15, 2, 101, 56.9692, 969.9480
15, 2, 102, 55.8645, 828.6465
15, 2, 103, 54.4683, 684.1136
15, 2, 104, 54.8842, 721.5515
15, 2, 105, 54.9007, 722.7162
15, 2, 106, 54.6848, 709.7264
15, 2, 107, 54.6781, 715.3646
15, 2, 108, 55.8050, 811.3954
15, 2, 109, 55.4958, 790.1707
15, 2, 110, 54.8331, 733.6724
15, 2, 111, 55.3728, 784.9835
15, 2, 112, 54.9635, 748.4127
15, 2, 113, 54.3120, 658.3959
15, 2, 114, 55.3099, 815.8762
15, 2, 115, 54.7542, 719.9965
15, 2, 116, 55.6893, 898.8556
15, 2, 117, 56.3123, 980.9685
15, 2, 118, 56.5514, 1059.4336
15, 2, 119, 54.5094, 757.6951
15, 2, 120, 54.5506, 777.9826
15, 2, 121, 52.5240, 581.1642
15, 2, 122, 56.2854, 1085.9309
15, 2, 123, 55.2820, 952.0697
15, 2, 124, 54.8294, 863.3190
15, 2, 125, 54.6048, 850.3248
15, 2, 126, 52.2979, 622.8315
15, 2, 127, 54.3496, 813.1264
15, 2, 128, 54.7863, 902.2282
15, 2, 129, 56.1167, 1181.6945
15, 2, 130, 55.7096, 1140.1098
15, 2, 131, 53.3739, 717.6991
15, 2, 132, 54.8429, 925.5742
15, 2, 133, 53.1872, 740.4868
15, 2, 134, 55.3852, 1153.8634
15, 2, 135, 54.7311, 1045.9391
15, 2, 136, 54.9552, 1068.6608
15, 2, 137, 55.2326, 1097.1349
15, 2, 138, 54.9855, 1134.7656
15, 2, 139, 55.9219, 1385.1762
